Grupo,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores 
D+TEC - Desarrollo Tecnológico,Experimental Modelling of DC Motor for Position Control Systems Involving Nonlinear Phenomena, Publicado en revista especializada," DAVID FERNANDO GONZALEZ MORALES, OLIMPO JOSE GARCIA BELTRAN, YEISON ALEJANDRO ALDANA RODRIGUEZ, OSWALDO LOPEZ SANTOS",Alemania, Communications in Computer and Information Science ,10.1007/978-3-030-61834-6_44, 1865-0929, Communications in Computer and Information Science , 2020,1274 , , 516 , 528,,,
D+TEC - Desarrollo Tecnológico,Automatic classification of citrus aurantifolia based on digital image processing and pattern recognition, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Proceedings Of Spie,10.1117/12.2566888, 0277-786X, Proceedings Of Spie, 2020,11510 ,115100K-1 ,,1 págs: 1 - 14,,,
D+TEC - Desarrollo Tecnológico,Comparative analysis of inpainting techniques based on sparse models and isophote comparison, Publicado en revista especializada," MANUEL GUILLERMO FORERO VARGAS, SERGIO LUIS ALEJANDRO MIRANDA ROJAS, MARIA JOSE PINILLA BUSTAMANTE",, Proceedings Of Spie,10.1117/12.2567746, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101T-1 ,,1 págs: 1 - 11,,,
D+TEC - Desarrollo Tecnológico,Feature relevance in dermoscopy images by the use of ABCD standard, Publicado en revista especializada," SANDRA LILIANA CANCINO SUAREZ, MANUEL GUILLERMO FORERO VARGAS",, Proceedings Of Spie,10.1117/12.2567946, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101M-1 ,,1 págs: 1 - 15,,,
D+TEC - Desarrollo Tecnológico,Comparative study of point cloud registration techniques between ICP and others, Publicado en revista especializada, HAROLD FABIAN MURCIA MORENO,, Proceedings Of Spie,10.1117/12.2566889, 0277-786X, Proceedings Of Spie, 2020,11510 , , 1 , 15,,,
D+TEC - Desarrollo Tecnológico,New method for subject identification based on palm print, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Proceedings Of Spie,10.1117/12.2567196, 0277-786X, Proceedings Of Spie, 2020,11510 ,115100L-1 ,,1 págs: 1 - 9,,,
D+TEC - Desarrollo Tecnológico,Evaluation of panchromatic and multispectral image fusion methods, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Proceedings Of Spie,10.1117/12.2567829, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101U-1 ,,1 págs: 1 - 9,,,
D+TEC - Desarrollo Tecnológico,Soil salinity estimation of sparse vegetation based on multispectral image processing and machine learning, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Proceedings Of Spie,10.1117/12.2567246, 0277-786X, Proceedings Of Spie, 2020,11510 ,115100M-1 ,,1 págs: 1 - 11,,,
D+TEC - Desarrollo Tecnológico,Comparative study of point cloud registration techniques between ICP and others, Publicado en revista especializada," MANUEL GUILLERMO FORERO VARGAS, DEHYRO MENDEZ CASTRO, HAROLD FABIAN MURCIA MORENO",, Proceedings Of Spie,10.1117/12.2566889, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101H-1 ,,1 págs: 1 - 15,,,
D+TEC - Desarrollo Tecnológico,A new method for detecting brain fibrosis in microscopy images using the neurocysticercosis pig model, Publicado en revista especializada," JUAN JOSE BETANCOURT LOZANO, MANUEL GUILLERMO FORERO VARGAS",, Proceedings Of Spie,10.1117/12.2567040, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101K-1 ,,1 págs: 1 - 10,,,
D+TEC - Desarrollo Tecnológico,Comparison of cell contour closing methods in microscopy images, Publicado en revista especializada," JORGE DANILO ESPANOL DIAZ, MANUEL GUILLERMO FORERO VARGAS",, Proceedings Of Spie,10.1117/12.2568165, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101N-1 ,,1 págs: 1 - 9,,,
D+TEC - Desarrollo Tecnológico,Identification of Lasiodiplodia Theobromae in avocado trees through image processing and machine learning, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Proceedings Of Spie,10.1117/12.2567322, 0277-786X, Proceedings Of Spie, 2020,11510 ,115102F-1 ,,1 págs: 1 - 10,,,
D+TEC - Desarrollo Tecnológico,Vein monitor, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Proceedings Of Spie,10.1117/12.2568290, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101O-1 ,,1 págs: 1 - 18,,,
D+TEC - Desarrollo Tecnológico,Vein monitor, Publicado en revista especializada," LUISA FERNANDA GALLO SANCHEZ, MANUEL GUILLERMO FORERO VARGAS",, Proceedings Of Spie,10.1117/12.2568290, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101O-1 ,,1 págs: 1 - 18,,,
D+TEC - Desarrollo Tecnológico,Evaluation of the Hough and RANSAC methods for the detection of circles in biological tests, Publicado en revista especializada," LAURA ANDREA MEDINA SANCHEZ, MANUEL GUILLERMO FORERO VARGAS, NATALIA CAROLINA HERNANDEZ RIANO, CRISTIAN MAURICIO MORERA DIAZ",, Proceedings Of Spie,10.1117/12.2568818, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101Q-1 ,,1 págs: 1 - 10,,,
D+TEC - Desarrollo Tecnológico,Double Sliding-Surface Multiloop Control Reducing Semiconductor Voltage Stress on the Boost Inverter, Publicado en revista especializada," GERMAIN GARCIA, OSWALDO LOPEZ SANTOS",Suiza, Applied Sciences (Switzerland) ,10.3390/app10144912, 2076-3417, Applied Sciences (Switzerland) , 2020,10 ,14 , 4912 , 4932,,,
D+TEC - Desarrollo Tecnológico,Classification of Cattleya Trianae and Its Varieties by Using Colorimetry, Publicado en revista especializada," MANUEL GUILLERMO FORERO VARGAS, CARLOS EDUARDO BELTRAN REYES, CHRISTIAN SAUL GONZALEZ SANTOS",, Lecture Notes in Computer Science ,10.1007/978-3-030-49076-8_4, 0302-9743, Lecture Notes in Computer Science , 2020,12088 , , 35 , 44,,,
D+TEC - Desarrollo Tecnológico,Improvement of the Turajlić Method for the Estimation of Gaussian Noise in Images, Publicado en revista especializada," SERGIO LUIS ALEJANDRO MIRANDA ROJAS, MANUEL GUILLERMO FORERO VARGAS, CARLOS ANTONIO JACANAMEJOY JAMIOY",, Lecture Notes in Computer Science ,10.1007/978-3-030-49076-8_11, 0302-9743, Lecture Notes in Computer Science , 2020,12088 , , 108 , 117,,,
D+TEC - Desarrollo Tecnológico,Automatic wheat ear counting using machine learning based on RGB UAV imagery, Publicado en revista especializada, JOSE ARMANDO FERNANDEZ GALLEGO,Reino Unido, Plant Journal ,10.1111/tpj.14799, 0960-7412, Plant Journal , 2020,103 , , 1603 , 1613,,,
D+TEC - Desarrollo Tecnológico,New Method for Extreme Color Detection in Images, Publicado en revista especializada," JULIAN ALBERTO AVILA NAVARRO, MANUEL GUILLERMO FORERO VARGAS, SERGIO ALEJANDRO HERRERA RIVERA",, Lecture Notes in Computer Science ,10.1007/978-3-030-49076-8_9, 0302-9743, Lecture Notes in Computer Science , 2020,12088 , , 89 , 97,,,
D+TEC - Desarrollo Tecnológico,Development of a Low-Cost UV-Vis Spectrophotometer and Its Application for the Detection of Mercuric Ions Assisted by Chemosensors, Publicado en revista especializada," DAVID FERNANDO GONZALEZ MORALES, ASMILLY YUSMAIRI VALENCIA LARA, ASTRID YHULEIDY DIAZ NUNEZ, MARCIAL ANTONIO FUENTES ESTRADA, OSWALDO LOPEZ SANTOS, OLIMPO JOSE GARCIA BELTRAN",Suiza, Sensors ,10.3390/s20030906, 1424-3210, Sensors , 2020,20 ,N/A , 1 , 16,,,
D+TEC - Desarrollo Tecnológico,Experimental Study on the Mechanical Properties of Biomass Briquettes from a Mixture of Rice Husk and Pine Sawdust, Publicado en revista especializada," OSCAR ARAQUE DE LOS RIOS, NELSON ARZOLA DE LA PENA",Suiza, Energies ,10.3390/en13051060, 1996-1073, Energies , 2020,13 ,N/A , 1 , 19,,,
D+TEC - Desarrollo Tecnológico,Quadratic boost converter with low-output-voltage ripple, Publicado en revista especializada," OSWALDO LOPEZ SANTOS, DAVID ALEJANDRO ZAMBRANO PRADA",Inglaterra, IET Power Electronics ,10.1049/iet-pel.2019.0472, 1755-4543, IET Power Electronics , 2020,13 ,8 , 1605 , 1612,,,
D+TEC - Desarrollo Tecnológico,A Toll-receptor map underlies structural brain plasticity, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, eLife ,10.7554/eLife.52743, 2050-084X, eLife , 2020,52743 , , 1 , 32,,,
D+TEC - Desarrollo Tecnológico,Automatic method for brightness adjustment in regions of interest in photography, Publicado en revista especializada," CARLOS ANDRES ARIAS RUBIO, MANUEL GUILLERMO FORERO VARGAS",, Proceedings Of Spie,10.1117/12.2569013, 0277-786X, Proceedings Of Spie, 2020,11510 ,115101X-1 ,,1 págs: 1 - 10,,,
D+TEC - Desarrollo Tecnológico,Rice Yield Prediction Using On-Farm Data Sets and Machine Learning, Publicado en revista especializada," NESRINE CHAALI, OSCAR BARRERO MENDOZA, SOFIANE OUAZAA",Suiza, Lecture Notes In Electrical Engineering ,10.1007/978-3-030-53187-4, 1876-1119, Lecture Notes In Electrical Engineering , 2020,684 , , 422 , 430,,,
D+TEC - Desarrollo Tecnológico,Development of a low-cost UV-Vis spectrophotometer and its application for the detection of mercuric ions assisted by chemosensors, Publicado en revista especializada," DAVID FERNANDO GONZALEZ MORALES, OSWALDO LOPEZ SANTOS, OLIMPO JOSE GARCIA BELTRAN",Suiza, Sensors ,10.3390/s20030906, 1424-8220, Sensors , 2020,20 ,3 , 906 , 920,,,
D+TEC - Desarrollo Tecnológico,Vein Monitor, Publicado en revista especializada," MANUEL GUILLERMO FORERO VARGAS, LUISA FERNANDA GALLO SANCHEZ",Estados Unidos, Proceedings Of Spie,10.1117/12.2568290, 0277-786X, Proceedings Of Spie, 2020,11510 ,NA ,  , ,,,
D+TEC - Desarrollo Tecnológico,Vegetation indices derived from digital images and stable carbon and nitrogen isotope signatures as indicators of date palm performance under salinity, Publicado en revista especializada," MARIA D SERRET, JOSE ARMANDO FERNANDEZ GALLEGO",, AGRICULTURAL WATER MANAGEMENT ,10.1016/j.agwat.2019.105949, 1873-2283, AGRICULTURAL WATER MANAGEMENT , 2020,230 , , 1 , 13,,,
D+TEC - Desarrollo Tecnológico,A Unified Multimode Control of a DC¿DC Interlinking Converter Integrated into a Hybrid Microgrid, Publicado en revista especializada," OSWALDO LOPEZ SANTOS, YEISON ALEJANDRO ALDANA RODRIGUEZ, GERMAIN GARCIA, LUIS MARTINEZ SALAMERO",Suiza, Electronics ,10.3390/electronics8111314, 2079-9292, Electronics , 2019,11 ,8 , 1314 , 1337,,,
D+TEC - Desarrollo Tecnológico,Indentation Parameter Combinations on the Failure in a Coated System, Publicado en revista especializada, EDUARDO ALBERTO PEREZ RUIZ,, International Journal of Engineering Research and Technology ,, 0974-3154, International Journal of Engineering Research and Technology , 2019,12 ,9 , 1523 , 1527,,,
D+TEC - Desarrollo Tecnológico,Determination of geometric factor for crack growing from a notch, Publicado en revista especializada," OSCAR ARAQUE DE LOS RIOS, EDUARDO ALBERTO PEREZ RUIZ, LAURA CONSTANZA GALLEGO COSSIO",India, International Journal of Engineering Research and Technology ,, 0974-3154, International Journal of Engineering Research and Technology , 2019,12 ,N/A , 1541 , 1546,,,
D+TEC - Desarrollo Tecnológico,A Personal Activity Recognition System Based on Smart Devices, Publicado en revista especializada, HAROLD FABIAN MURCIA MORENO,, Communications in Computer and Information Science ,10.1007/978-3-030-31019-6_41, 1865-0929, Communications in Computer and Information Science , 2019,1052 , , 487 , 499,,,
D+TEC - Desarrollo Tecnológico,Comparative analysis of interest points detection techniques for the registration of infrared and visible aerial photographs in pasture crops, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Spie Proceedings Series ,10.1117/12.2529293, 1017-2653, Spie Proceedings Series , 2019,11137 , ,  , ,,,
D+TEC - Desarrollo Tecnológico,New automatic method for tracking rats in a pool for medication studies, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Spie Proceedings Series ,10.1117/12.2528799, 1017-2653, Spie Proceedings Series , 2019,11137 , ,  , ,,,
D+TEC - Desarrollo Tecnológico,Comparative Analysis of Smoothing Filters in Confocal Microscopy Images, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Spie Proceedings Series ,10.1117/12.2528755, 1017-2653, Spie Proceedings Series , 2019,11137 , ,  , ,,,
D+TEC - Desarrollo Tecnológico,Automatic Fault Detection in a Cascaded Transformer Multilevel Inverter Using Pattern Recognition Techniques, Publicado en revista especializada," DIEGO FERNANDO SALAZAR D ANTONIO, NOHORA MENESES CASAS, MANUEL GUILLERMO FORERO VARGAS, OSWALDO LOPEZ SANTOS",Alemania, Lecture Notes in Computer Science ,10.1007/978-3-030-31332-6_33, 0302-9743, Lecture Notes in Computer Science , 2019,11867 , , 378 , 385,,,
D+TEC - Desarrollo Tecnológico,Modeling and experimental validation of the vibration in an unbalance multi-stage rotor, Publicado en revista especializada," NELSON ARZOLA DE LA PENA, OSCAR ARAQUE DE LOS RIOS",Malasia, Journal of Mechanical Engineering and Sciences ,10.15282/jmes.13.3.2019.30.0456, 2231-8380, Journal of Mechanical Engineering and Sciences , 2019,13 ,N/A , 5703 , 5716,,,
D+TEC - Desarrollo Tecnológico,Mathematical improvement of the Lee's 3D skeleton algorithm, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Spie Proceedings Series ,10.1117/12.2528805, 1017-2653, Spie Proceedings Series , 2019,11137 , ,  , ,,,
D+TEC - Desarrollo Tecnológico,Sliding Mode Control of the Isolated Bridgeless SEPIC High Power Factor Rectifier Interfacing an AC Source with a LVDC Distribution Bus, Publicado en revista especializada," OSWALDO LOPEZ SANTOS, ALEJANDRO JOSE CABEZA CABEZA, GERMAIN GARCIA, LUIS MARTINEZ SALAMERO",Suiza, Energies ,10.3390/en12183463, 1996-1073, Energies , 2019,12 ,18 , 3463 , 3483,,,
D+TEC - Desarrollo Tecnológico,Gaussian noise estimation methods in images, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Spie Proceedings Series ,10.1117/12.2528906, 1017-2653, Spie Proceedings Series , 2019,11137 , ,  , ,,,
D+TEC - Desarrollo Tecnológico,Banknotes classification system through image processing and pattern recognition for people with visual impairment, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Spie Proceedings Series ,10.1117/12.2529752, 1017-2653, Spie Proceedings Series , 2019,11137 , ,  , ,,,
D+TEC - Desarrollo Tecnológico,Hass avocado classification by color and volume using a Kinect sensor, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Spie Proceedings Series ,10.1117/12.2529843, 1017-2653, Spie Proceedings Series , 2019,11137 , ,  , ,,,
D+TEC - Desarrollo Tecnológico,Husk rice used in the pack carburizing process  of the AISI 1020 steel, Publicado en revista especializada," JORGE FREDY LLANO MARTINEZ, EDUARDO ALBERTO PEREZ RUIZ",, International Journal of Engineering and Technology(UAE) ,, 2227-524X, International Journal of Engineering and Technology(UAE) , 2019,8 ,3 , 333 , 336,,,
D+TEC - Desarrollo Tecnológico,Individual identification automation in Crocodylians through imagery processing: American Crocodile as a study case, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Spie Proceedings Series ,10.1117/12.2528773, 1017-2653, Spie Proceedings Series , 2019,11137 , ,  , ,,,
D+TEC - Desarrollo Tecnológico,Determination of geometric factor for crack growing from a notch, Publicado en revista especializada," OSCAR JAVIER ARAQUE DE LOS RIOS, EDUARDO ALBERTO PEREZ RUIZ",, International Journal of Engineering Research and Technology ,, 0974-3154, International Journal of Engineering Research and Technology , 2019,12 ,9 , 1541 , 1546,,,
D+TEC - Desarrollo Tecnológico,Effect of the Carbon Content on the Abrasive Wear Behavior in Ductile Cast Irons, Publicado en revista especializada," LUIS IVAN NEGRIN, EDUARDO ALBERTO PEREZ RUIZ, OSCAR JAVIER ARAQUE DE LOS RIOS",, International Journal of Engineering Research and Technology ,, 0974-3154, International Journal of Engineering Research and Technology , 2019,12 ,8 , 1332 , 1334,,,
D+TEC - Desarrollo Tecnológico,Fatigue Behavior of ASTM A36 Steel Considering the Influence of Cutting Parameters, Publicado en revista especializada," OSCAR ARAQUE DE LOS RIOS, NELSON ARZOLA DE LA PENA",Grecia, Journal of Engineering Science and Technology Review ,10.25103/jestr.123.21, 1791-2377, Journal of Engineering Science and Technology Review , 2019,12 ,N/A , 155 , 163,,,
D+TEC - Desarrollo Tecnológico,Effect of the Carbon Content on the Abrasive Wear Behavior in Ductile Cast Irons, Publicado en revista especializada," EDUARDO ALBERTO PEREZ RUIZ, OSCAR ARAQUE DE LOS RIOS",India, International Journal of Engineering Research and Technology ,, 0974-3154, International Journal of Engineering Research and Technology , 2019,12 ,N/A , 1332 , 1334,,,
D+TEC - Desarrollo Tecnológico,A Single-Phase Transformer-Based Cascaded Asymmetric Multilevel Inverter with Balanced Power Distribution, Publicado en revista especializada," OSWALDO LOPEZ SANTOS, CARLOS ANTONIO JACANAMEJOY JAMIOY, DIEGO FERNANDO SALAZAR D ANTONIO, JULIAN RICARDO CORREDOR, GERMAIN GARCIA, LUIS MARTINEZ SALAMERO",Estados Unidos, IEEE Access ,10.1109/ACCESS.2019.2930230, 2169-3536, IEEE Access , 2019,7 , , 98182 , 98196,,,
D+TEC - Desarrollo Tecnológico,Image Feature Detection Based on Phase Congruency by Monogenic Filters with New Noise Estimation, Publicado en revista especializada," CARLOS ANTONIO JACANAMEJOY JAMIOY, MANUEL GUILLERMO FORERO VARGAS, NOHORA MENESES CASAS",, Lecture Notes in Computer Science ,10.1007/978-3-030-31332-6_50, 0302-9743, Lecture Notes in Computer Science , 2019,11867 , , 577 , 588,,,
D+TEC - Desarrollo Tecnológico,Automatic Fault Detection in a Cascaded Transformer Multilevel Inverter Using Pattern Recognition Techniques, Publicado en revista especializada," DIEGO FERNANDO SALAZAR D ANTONIO, NOHORA MENESES CASAS, MANUEL GUILLERMO FORERO VARGAS, OSWALDO LOPEZ SANTOS",, Lecture Notes in Computer Science ,10.1007/978-3-030-31332-6_33, 0302-9743, Lecture Notes in Computer Science , 2019,11867 , , 378 , 385,,,
D+TEC - Desarrollo Tecnológico,Computational modeling of fatigue crack propagation in butt welded joints subjected to axial load, Publicado en revista especializada," NELSON ARZOLA DE LA PENA, OSCAR ARAQUE DE LOS RIOS",Estados Unidos, PLoS ONE ,10.1371/journal.pone.0218973, 1932-6203, PLoS ONE , 2019,14 ,N/A , 1 , 17,,,
D+TEC - Desarrollo Tecnológico,A New Automatic Cancer Colony Forming Units Counting Method, Publicado en revista especializada," MANUEL GUILLERMO FORERO VARGAS, LIZETH RODRIGUEZ, SANDRA LILIANA CANCINO SUAREZ, JUAN MANUEL LOPEZ LOPEZ, NICOLAS ROLDAN",, Lecture Notes in Computer Science ,10.1007/978-3-030-31321-0_40, 0302-9743, Lecture Notes in Computer Science , 2019,11868 , , 465 , 472,,,
D+TEC - Desarrollo Tecnológico,Image Processing Method for Epidermal Cells Detection and Measurement in Arabidopsis Thaliana Leaves, Publicado en revista especializada," SAMMY ALEJANDRO PERDOMO OSPINO, MANUEL GUILLERMO FORERO VARGAS",, Lecture Notes in Computer Science ,10.1007/978-3-030-31321-0_36, 0302-9743, Lecture Notes in Computer Science , 2019,11868 , , 416 , 428,,,
D+TEC - Desarrollo Tecnológico,Automatic Vision Based Calibration System for Planar Cable-Driven Parallel Robots, Publicado en revista especializada," JORGE ANDRES GARCIA VANEGAS, BRHAYAN LIBERATO TAFUR, MANUEL GUILLERMO FORERO VARGAS",, Lecture Notes in Computer Science ,10.1007/978-3-030-31332-6_52, 0302-9743, Lecture Notes in Computer Science , 2019,11867 , , 600 , 609,,,
D+TEC - Desarrollo Tecnológico,Caracterización mecánica del material compuesto de matriz yeso reforzado con fibras de caña de azúcar, Publicado en revista especializada," LUIS IVAN NEGRIN, EDUARDO ALBERTO PEREZ RUIZ",Cuba, Ingeniería Mecánica - ,, 1815-5944, Ingeniería Mecánica - , 2019,22 , , 79 , 84,,,
D+TEC - Desarrollo Tecnológico,Estrategia para la Apropiación de Conocimiento Aplicado a la Formación por Competencias en la Educación Superior, Publicado en revista especializada," LAURA CONSTANZA GALLEGO COSSIO, OSCAR ARAQUE DE LOS RIOS",Chile, Formacion Universitaria ,10.4067/S0718-50062019000200097, 0718-5006, Formacion Universitaria , 2019,12 ,N/A , 97 , 104,,,
D+TEC - Desarrollo Tecnológico,Variables de Influencia en la Capacidad de Aprendizaje. Un Análisis por Conglomerados y Componentes Principales, Publicado en revista especializada," LAURA CONSTANZA GALLEGO COSSIO, OSCAR ARAQUE DE LOS RIOS",Chile, Informacion Tecnologica ,10.4067/S0718-07642019000200257, 0718-0764, Informacion Tecnologica , 2019,30 ,N/A , 257 , 264,,,
D+TEC - Desarrollo Tecnológico,Automatic Wheat Ear Counting Using Thermal Imagery, Publicado en revista especializada, JOSE ARMANDO FERNANDEZ GALLEGO,, Remote Sensing ,10.3390/rs11070751, 2072-4292, Remote Sensing , 2019,11 ,7 , 1 , 13,,,
D+TEC - Desarrollo Tecnológico,Analytical comparison of histogram distance measures, Publicado en revista especializada, MANUEL GUILLERMO FORERO VARGAS,, Lecture Notes in Computer Science ,10.1007/978-3-030-13469-3_10, 0302-9743, Lecture Notes in Computer Science , 2019,11401 ,N/A , 81 , 90,,,
D+TEC - Desarrollo Tecnológico,UAV and Ground Image-Based Phenotyping: A Proof of Concept with Durum Wheat, Publicado en revista especializada," ADRIAN GRACIA ROMERO, JOSE ARMANDO FERNANDEZ GALLEGO",, Remote Sensing ,10.3390/rs11101244, 2072-4292, Remote Sensing , 2019,11 , , 1 , 25,,,
D+TEC - Desarrollo Tecnológico,Generating random variates via kernel density estimation and radial basis function based neural networks, Publicado en revista especializada," SERGIO ALEJANDRO HERRERA RIVERA, MANUEL GUILLERMO FORERO VARGAS, CRISTIAN DAVID CANDIA GARCIA",, Lecture Notes in Computer Science ,10.1007/978-3-030-13469-3_29, 0302-9743, Lecture Notes in Computer Science , 2019,11401 ,N/A , 245 , 252,,,
D+TEC - Desarrollo Tecnológico,A Note on the Phase Congruence Method in Image Analysis, Publicado en revista especializada," CARLOS ANTONIO JACANAMEJOY JAMIOY, MANUEL GUILLERMO FORERO VARGAS",, Lecture Notes in Computer Science ,10.1007/978-3-030-13469-3_45, 0302-9743, Lecture Notes in Computer Science , 2019,11401 ,N/A , 384 , 391,,,
D+TEC - Desarrollo Tecnológico,Color classification methods for perennial weed detection in cereal crops, Publicado en revista especializada," SERGIO ALEJANDRO HERRERA RIVERA, MANUEL GUILLERMO FORERO VARGAS, JULIAN ALBERTO AVILA NAVARRO, CAMILO ANDRES FRANCO DE LOS RIOS",, Lecture Notes in Computer Science ,10.1007/978-3-030-13469-3_14, 0302-9743, Lecture Notes in Computer Science , 2019,11401 ,N/A , 117 , 123,,,
D+TEC - Desarrollo Tecnológico,Study of hardening and wear resistance of the AISI 1045 steel quenched with automotive and machining coolant, Publicado en revista especializada," EDUARDO ALBERTO PEREZ RUIZ, JORGE FREDY LLANO M, JOAN SANTIAGO RAVAGLI",Colombia, Uis Ingenierías ,, 2145-8456, Uis Ingenierías , 2019,19 , , 113 , 120,,,
D+TEC - Desarrollo Tecnológico,Low-cost assessment of grain yield in durum wheat using RGB images, Publicado en revista especializada, JOSE ARMANDO FERNANDEZ GALLEGO,, European Journal of Agronomy ,10.1016/j.eja.2019.02.007, 1161-0301, European Journal of Agronomy , 2019,105 , , 146 , 156,,,
D+TEC - Desarrollo Tecnológico,Cereal Crop Ear Counting in Field Conditions Using Zenithal RGB Images, Publicado en revista especializada, JOSE ARMANDO FERNANDEZ GALLEGO,, Journal of Visualized Experiments ,10.3791/58695, 1940-087X, Journal of Visualized Experiments , 2019,58695 , , 1 , 10,,,
D+TEC - Desarrollo Tecnológico,PERFORMANCE OF VEGETABLE OILS ON THE HARDNESS AND MICROSTRUCTURE OF AISI 1045 STEEL QUENCHED, Publicado en revista especializada," EDUARDO ALBERTO PEREZ RUIZ, JORGE FREDY LLANO M, ALEXANDER ZULETA DURANGO",India, International Journal of Mechanical Engineering and Technology ,, 0976-6359, International Journal of Mechanical Engineering and Technology , 2019,10 ,01 , 1120 , 1127,,,
D+TEC - Desarrollo Tecnológico,Automatic Vision Based Calibration System for Planar Cable-Driven Parallel Robots, Publicado en revista especializada, JORGE ANDRES GARCIA VANEGAS,España, Pattern Recognition And Image Analysis ,10.1007/978-3-030-31332-6_52, 1555-6212, Pattern Recognition And Image Analysis , 2019,11867 ,N/A , 600 , 609,,,
D+TEC - Desarrollo Tecnológico,Chain Driven Robots: An Industrial Application Opportunity. A Planar Case Approach, Publicado en revista especializada, JORGE ANDRES GARCIA VANEGAS,Polonia, Bocconi and Springer Series ,10.1007/978-3-030-20751-9_2, 2039-1471, Bocconi and Springer Series , 2019,74 ,N/A , 13 , 22,,,
D+TEC - Desarrollo Tecnológico,Use of RGB Vegetation Indexes in Assessing Early Effects of Verticillium Wilt of Olive in Asymptomatic Plants in High and Low Fertility Scenarios, Publicado en revista especializada," MARC SANCHO ADAMSON, JOSE ARMANDO FERNANDEZ GALLEGO",, Remote Sensing ,, 2072-4292, Remote Sensing , 2019,11 , , 1 , 17,,,
D+TEC - Desarrollo Tecnológico,Wheat ear temperature estimation using a thermal radiometric camera, Publicado en revista especializada, JOSE ARMANDO FERNANDEZ GALLEGO,Francia, Spie Proceedings Series ,10.1117/12.2532758, 1017-2653, Spie Proceedings Series , 2019,111490 , , 1 , 6,,,
D+TEC - Desarrollo Tecnológico,A Note on Gradient-Based Intensity Normalization, Publicado en revista especializada," CARLOS ANDRES ARIAS RUBIO, MANUEL GUILLERMO FORERO VARGAS",, Lecture Notes in Computer Science ,10.1007/978-3-030-31332-6_14, 0302-9743, Lecture Notes in Computer Science , 2019,11867 , , 161 , 169,,,
D+TEC - Desarrollo Tecnológico,Fracture mechanics assessment of fatigue semi-elliptical cracks in butt-welded joints, Publicado en revista especializada," NELSON ARZOLA DE LA PENA, OSCAR ARAQUE DE LOS RIOS",Chile, Ingeniare ,10.4067/S0718-33052018000400568., 0718-3305, Ingeniare , 2018,26 ,4 , 568 , 576,,,
D+TEC - Desarrollo Tecnológico,An Online Learning Method for Embedded Decision Support in Agriculture Irrigation, Publicado en revista especializada, HAROLD FABIAN MURCIA MORENO,, Advances in Intelligent Systems and Computing ,10.1007/978-3-319-70187-5_18, 2194-5357, Advances in Intelligent Systems and Computing , 2018,687 , , 234 , 240,,,
D+TEC - Desarrollo Tecnológico,On the Practical Stability of Hybrid Control Algorithm With Minimum Dwell Time for a DC-AC Converter, Publicado en revista especializada," OSWALDO LOPEZ SANTOS, CAROLINA ALBEA SANCHEZ, DAVID ALEJANDRO ZAMBRANO PRADA, GERMAIN GARCIA",Estados Unidos, IEEE Transactions on Control Systems Technology ,10.1109/TCST.2018.2870843, 1063-6536, IEEE Transactions on Control Systems Technology , 2018,99 , , 1 , 8,,,
D+TEC - Desarrollo Tecnológico,3D Scene Reconstruction Based on a 2D Moving LiDAR, Publicado en revista especializada, HAROLD FABIAN MURCIA MORENO,Colombia, Communications in Computer and Information Science ,10.1007/978-3-030-01535-0_22, 1865-0929, Communications in Computer and Information Science , 2018,942 , , 295 , 308,,,
D+TEC - Desarrollo Tecnológico,Comparative canopy cover estimation using RGB images from UAV and ground, Publicado en revista especializada, JOSE ARMANDO FERNANDEZ GALLEGO,, Proceedings Of Spie,10.1117/12.2501531, 0277-786X, Proceedings Of Spie, 2018,10783 ,10 , 1 , 8,,,
